source,state,generation,year,month
solar,Puducherry,1.02,2023-24,March
solar,Puducherry,1.02,2023-24,May
solar,Puducherry,1.02,2023-24,November
solar,Puducherry,1.02,2023-24,October
solar,Puducherry,1.02,2023-24,September
solar,Puducherry,1.02,2024-25,April
solar,Puducherry,1.02,2024-25,August
solar,Puducherry,1.02,2024-25,December
solar,Puducherry,1.02,2024-25,February
solar,Puducherry,1.02,2024-25,January
solar,Puducherry,1.02,2024-25,July
solar,Puducherry,1.02,2024-25,June
solar,Puducherry,1.02,2024-25,March
solar,Puducherry,1.02,2024-25,May
solar,Puducherry,1.02,2024-25,November
solar,Puducherry,1.02,2024-25,October
solar,Puducherry,1.02,2024-25,September
solar,Puducherry,1.02,2025-26,April
solar,Puducherry,1.02,2025-26,August
solar,Puducherry,1.02,2025-26,December
solar,Puducherry,1.02,2025-26,February
solar,Puducherry,1.02,2025-26,January
solar,Puducherry,1.02,2025-26,July
solar,Puducherry,1.02,2025-26,June
solar,Puducherry,1.02,2025-26,March
solar,Puducherry,1.02,2025-26,May
solar,Puducherry,1.02,2025-26,November
solar,Puducherry,1.02,2025-26,October
solar,Puducherry,1.02,2025-26,September
solar,Puducherry,1.02,2026-27,April
solar,Puducherry,0.0,2026-27,August
solar,Puducherry,0.0,2026-27,December
solar,Puducherry,0.0,2026-27,February
solar,Puducherry,0.0,2026-27,January
solar,Puducherry,2.14,2026-27,July
solar,Puducherry,1.02,2026-27,June
solar,Puducherry,0.0,2026-27,March
solar,Puducherry,1.02,2026-27,May
solar,Puducherry,0.0,2026-27,November
solar,Puducherry,0.0,2026-27,October
solar,Puducherry,0.0,2026-27,September
solar,Punjab,29.64,2015-16,April
solar,Punjab,30.49,2015-16,August
solar,Punjab,24.04,2015-16,December
solar,Punjab,39.64,2015-16,February
solar,Punjab,19.53,2015-16,January
solar,Punjab,30.24,2015-16,July
solar,Punjab,32.36,2015-16,June
solar,Punjab,58.66,2015-16,March
solar,Punjab,31.02,2015-16,May
solar,Punjab,21.67,2015-16,November
solar,Punjab,31.61,2015-16,October
solar,Punjab,31.67,2015-16,September
solar,Punjab,65.34,2016-17,April
solar,Punjab,75.54,2016-17,August
solar,Punjab,59.81,2016-17,December
solar,Punjab,80.13,2016-17,February
solar,Punjab,59.08,2016-17,January
solar,Punjab,72.57,2016-17,July
solar,Punjab,65.4,2016-17,June
solar,Punjab,149.56,2016-17,March
solar,Punjab,56.82,2016-17,May
solar,Punjab,79.68,2016-17,November
solar,Punjab,66.15,2016-17,October
solar,Punjab,75.67,2016-17,September
solar,Punjab,123.85,2017-18,April
solar,Punjab,136.28,2017-18,August
solar,Punjab,81.08,2017-18,December
solar,Punjab,100.42,2017-18,February
solar,Punjab,100.38,2017-18,January
solar,Punjab,130.22,2017-18,July
solar,Punjab,129.44,2017-18,June
solar,Punjab,148.11,2017-18,March
solar,Punjab,134.31,2017-18,May
solar,Punjab,104.09,2017-18,November
solar,Punjab,132.49,2017-18,October
solar,Punjab,132.47,2017-18,September
solar,Punjab,149.55,2018-19,April
solar,Punjab,130.71,2018-19,August
solar,Punjab,98.04,2018-19,December
solar,Punjab,104.34,2018-19,February
solar,Punjab,94.35,2018-19,January
solar,Punjab,119.5,2018-19,July
solar,Punjab,180.25,2018-19,June
solar,Punjab,146.54,2018-19,March
solar,Punjab,135.42,2018-19,May
solar,Punjab,96.48,2018-19,November
solar,Punjab,117.84,2018-19,October
solar,Punjab,119.88,2018-19,September
solar,Punjab,141.73,2019-20,April
solar,Punjab,124.46,2019-20,August
solar,Punjab,55.39,2019-20,December
solar,Punjab,114.06,2019-20,February
solar,Punjab,82.46,2019-20,January
solar,Punjab,118.3,2019-20,July
solar,Punjab,145.13,2019-20,June
solar,Punjab,115.63,2019-20,March
solar,Punjab,152.2,2019-20,May
solar,Punjab,83.77,2019-20,November
solar,Punjab,109.38,2019-20,October
solar,Punjab,115.72,2019-20,September
solar,Punjab,137.98,2020-21,April
solar,Punjab,116.86,2020-21,August
solar,Punjab,81.52,2020-21,December
solar,Punjab,105.24,2020-21,February
solar,Punjab,74.1,2020-21,January
solar,Punjab,130.92,2020-21,July
solar,Punjab,128.87,2020-21,June
solar,Punjab,126.22,2020-21,March
solar,Punjab,135.24,2020-21,May
solar,Punjab,78.31,2020-21,November
solar,Punjab,122.08,2020-21,October
solar,Punjab,119.15,2020-21,September
solar,Punjab,144.27,2021-22,April
solar,Punjab,132.95,2021-22,August
solar,Punjab,108.59,2021-22,December
solar,Punjab,82.02,2021-22,February
solar,Punjab,82.02,2021-22,January
solar,Punjab,125.02,2021-22,July
solar,Punjab,137.92,2021-22,June
solar,Punjab,169.36,2021-22,March
solar,Punjab,129.36,2021-22,May
solar,Punjab,125.01,2021-22,November
solar,Punjab,125.01,2021-22,October
solar,Punjab,111.89,2021-22,September
solar,Punjab,165.42,2022-23,April
solar,Punjab,181.95,2022-23,August
solar,Punjab,240.87,2022-23,December
solar,Punjab,285.01,2022-23,February
solar,Punjab,245.95,2022-23,January
solar,Punjab,157.78,2022-23,July
solar,Punjab,198.87,2022-23,June
solar,Punjab,327.91,2022-23,March
solar,Punjab,188.22,2022-23,May
solar,Punjab,283.48,2022-23,November
solar,Punjab,283.48,2022-23,October
solar,Punjab,219.73,2022-23,September
solar,Punjab,338.65,2023-24,April
solar,Punjab,323.14,2023-24,August
solar,Punjab,73.7,2023-24,December
solar,Punjab,99.87,2023-24,February
solar,Punjab,38.65,2023-24,January
solar,Punjab,301.99,2023-24,July
solar,Punjab,326.67,2023-24,June
solar,Punjab,132.1,2023-24,March
solar,Punjab,351.81,2023-24,May
solar,Punjab,69.99,2023-24,November
solar,Punjab,303.59,2023-24,October
solar,Punjab,313.84,2023-24,September
solar,Punjab,127.54,2024-25,April
solar,Punjab,120.12,2024-25,August
solar,Punjab,80.13,2024-25,December
solar,Punjab,109.21,2024-25,February
solar,Punjab,90.25,2024-25,January
solar,Punjab,135.02,2024-25,July
solar,Punjab,120.67,2024-25,June
solar,Punjab,142.3,2024-25,March
solar,Punjab,136.17,2024-25,May
solar,Punjab,71.0,2024-25,November
solar,Punjab,123.58,2024-25,October
solar,Punjab,116.74,2024-25,September
solar,Punjab,139.89,2025-26,April
solar,Punjab,102.16,2025-26,August
solar,Punjab,84.86,2025-26,December
solar,Punjab,119.25,2025-26,February
solar,Punjab,77.07,2025-26,January
solar,Punjab,109.89,2025-26,July
solar,Punjab,121.14,2025-26,June
solar,Punjab,121.07,2025-26,March
solar,Punjab,142.98,2025-26,May
solar,Punjab,110.74,2025-26,November
solar,Punjab,110.74,2025-26,October
solar,Punjab,122.11,2025-26,September
solar,Punjab,140.01,2026-27,April
solar,Punjab,0.0,2026-27,August
solar,Punjab,0.0,2026-27,December
solar,Punjab,0.0,2026-27,February
solar,Punjab,0.0,2026-27,January
solar,Punjab,118.96,2026-27,July
solar,Punjab,135.83,2026-27,June
solar,Punjab,0.0,2026-27,March
solar,Punjab,138.54,2026-27,May
solar,Punjab,0.0,2026-27,November
solar,Punjab,0.0,2026-27,October
solar,Punjab,0.0,2026-27,September
solar,Rajasthan,111.89,2015-16,April
solar,Rajasthan,150.97,2015-16,August
solar,Rajasthan,148.17,2015-16,December
solar,Rajasthan,165.91,2015-16,February
solar,Rajasthan,146.64,2015-16,January
solar,Rajasthan,127.61,2015-16,July
solar,Rajasthan,126.3,2015-16,June
solar,Rajasthan,191.16,2015-16,March
solar,Rajasthan,128.48,2015-16,May
solar,Rajasthan,136.19,2015-16,November
solar,Rajasthan,172.87,2015-16,October
solar,Rajasthan,169.8,2015-16,September
solar,Rajasthan,201.36,2016-17,April
solar,Rajasthan,156.16,2016-17,August
solar,Rajasthan,164.19,2016-17,December
solar,Rajasthan,195.21,2016-17,February
solar,Rajasthan,144.96,2016-17,January
solar,Rajasthan,176.78,2016-17,July
solar,Rajasthan,184.36,2016-17,June
solar,Rajasthan,232.62,2016-17,March
solar,Rajasthan,199.88,2016-17,May
solar,Rajasthan,167.55,2016-17,November
solar,Rajasthan,186.71,2016-17,October
solar,Rajasthan,179.63,2016-17,September
solar,Rajasthan,261.66,2017-18,April
solar,Rajasthan,295.77,2017-18,August
solar,Rajasthan,323.45,2017-18,December
solar,Rajasthan,347.87,2017-18,February
solar,Rajasthan,364.51,2017-18,January
solar,Rajasthan,270.39,2017-18,July
solar,Rajasthan,287.54,2017-18,June
solar,Rajasthan,399.86,2017-18,March
solar,Rajasthan,316.11,2017-18,May
solar,Rajasthan,327.69,2017-18,November
solar,Rajasthan,385.72,2017-18,October
solar,Rajasthan,336.29,2017-18,September
solar,Rajasthan,393.31,2018-19,April
solar,Rajasthan,379.37,2018-19,August
solar,Rajasthan,356.83,2018-19,December
solar,Rajasthan,492.16,2018-19,February
solar,Rajasthan,322.38,2018-19,January
solar,Rajasthan,371.71,2018-19,July
solar,Rajasthan,355.5,2018-19,June
solar,Rajasthan,542.67,2018-19,March
solar,Rajasthan,412.49,2018-19,May
solar,Rajasthan,340.49,2018-19,November
solar,Rajasthan,393.88,2018-19,October
solar,Rajasthan,403.45,2018-19,September
solar,Rajasthan,527.89,2019-20,April
solar,Rajasthan,529.64,2019-20,August
solar,Rajasthan,657.74,2019-20,December
solar,Rajasthan,839.22,2019-20,February
solar,Rajasthan,701.08,2019-20,January
solar,Rajasthan,525.37,2019-20,July
solar,Rajasthan,609.74,2019-20,June
solar,Rajasthan,893.35,2019-20,March
solar,Rajasthan,609.27,2019-20,May
solar,Rajasthan,563.77,2019-20,November
solar,Rajasthan,702.47,2019-20,October
solar,Rajasthan,617.03,2019-20,September
solar,Rajasthan,899.43,2020-21,April
solar,Rajasthan,791.56,2020-21,August
solar,Rajasthan,797.88,2020-21,December
solar,Rajasthan,867.5,2020-21,February
solar,Rajasthan,801.05,2020-21,January
solar,Rajasthan,887.27,2020-21,July
solar,Rajasthan,905.55,2020-21,June
solar,Rajasthan,987.16,2020-21,March
solar,Rajasthan,962.36,2020-21,May
solar,Rajasthan,762.65,2020-21,November
solar,Rajasthan,886.46,2020-21,October
solar,Rajasthan,835.37,2020-21,September
solar,Rajasthan,1031.09,2021-22,April
solar,Rajasthan,1279.34,2021-22,August
solar,Rajasthan,1294.77,2021-22,December
solar,Rajasthan,2013.7,2021-22,February
solar,Rajasthan,1756.63,2021-22,January
solar,Rajasthan,1121.04,2021-22,July
solar,Rajasthan,1119.77,2021-22,June
solar,Rajasthan,2469.9,2021-22,March
solar,Rajasthan,1036.04,2021-22,May
solar,Rajasthan,1375.56,2021-22,November
solar,Rajasthan,1555.77,2021-22,October
solar,Rajasthan,1166.27,2021-22,September
solar,Rajasthan,2589.56,2022-23,April
solar,Rajasthan,2555.92,2022-23,August
solar,Rajasthan,2840.35,2022-23,December
solar,Rajasthan,2999.11,2022-23,February
solar,Rajasthan,2983.92,2022-23,January
solar,Rajasthan,2431.45,2022-23,July
solar,Rajasthan,2822.97,2022-23,June
solar,Rajasthan,3371.18,2022-23,March
solar,Rajasthan,2920.32,2022-23,May
solar,Rajasthan,2739.45,2022-23,November
solar,Rajasthan,3170.3,2022-23,October
solar,Rajasthan,3049.9,2022-23,September
solar,Rajasthan,3395.19,2023-24,April
solar,Rajasthan,3063.64,2023-24,August
solar,Rajasthan,2900.31,2023-24,December
solar,Rajasthan,3292.16,2023-24,February
solar,Rajasthan,2767.32,2023-24,January
solar,Rajasthan,3152.47,2023-24,July
solar,Rajasthan,3324.99,2023-24,June
solar,Rajasthan,4030.83,2023-24,March
solar,Rajasthan,3499.54,2023-24,May
solar,Rajasthan,2405.77,2023-24,November
solar,Rajasthan,3267.98,2023-24,October
solar,Rajasthan,3265.01,2023-24,September
solar,Rajasthan,3956.09,2024-25,April
solar,Rajasthan,3290.37,2024-25,August
solar,Rajasthan,3702.04,2024-25,December
solar,Rajasthan,3769.24,2024-25,February
solar,Rajasthan,3854.0,2024-25,January
solar,Rajasthan,4147.31,2024-25,July
solar,Rajasthan,4239.95,2024-25,June
solar,Rajasthan,5529.16,2024-25,March
solar,Rajasthan,4511.61,2024-25,May
solar,Rajasthan,3853.68,2024-25,November
solar,Rajasthan,4278.62,2024-25,October
solar,Rajasthan,3969.55,2024-25,September
solar,Rajasthan,5687.92,2025-26,April
solar,Rajasthan,4790.67,2025-26,August
solar,Rajasthan,4564.38,2025-26,December
solar,Rajasthan,5399.49,2025-26,February
solar,Rajasthan,4955.93,2025-26,January
solar,Rajasthan,4631.38,2025-26,July
solar,Rajasthan,4875.69,2025-26,June
solar,Rajasthan,5694.19,2025-26,March
solar,Rajasthan,5351.68,2025-26,May
solar,Rajasthan,4418.51,2025-26,November
solar,Rajasthan,4597.43,2025-26,October
solar,Rajasthan,4953.92,2025-26,September
solar,Rajasthan,6201.69,2026-27,April
solar,Rajasthan,0.0,2026-27,August
solar,Rajasthan,0.0,2026-27,December
solar,Rajasthan,0.0,2026-27,February
solar,Rajasthan,0.0,2026-27,January
solar,Rajasthan,6315.65,2026-27,July
solar,Rajasthan,6450.2,2026-27,June
solar,Rajasthan,0.0,2026-27,March
solar,Rajasthan,6767.1,2026-27,May
solar,Rajasthan,0.0,2026-27,November
solar,Rajasthan,0.0,2026-27,October
solar,Rajasthan,0.0,2026-27,September
solar,Sikkim,0.0,2015-16,April
solar,Sikkim,0.0,2015-16,August
solar,Sikkim,0.0,2015-16,December
solar,Sikkim,0.0,2015-16,February
solar,Sikkim,0.0,2015-16,January
solar,Sikkim,0.0,2015-16,July
solar,Sikkim,0.0,2015-16,June
solar,Sikkim,0.0,2015-16,March
solar,Sikkim,0.0,2015-16,May
solar,Sikkim,0.0,2015-16,November
solar,Sikkim,0.0,2015-16,October
solar,Sikkim,0.0,2015-16,September
solar,Sikkim,0.0,2016-17,April
solar,Sikkim,0.0,2016-17,August
solar,Sikkim,0.0,2016-17,December
solar,Sikkim,0.0,2016-17,February
solar,Sikkim,0.0,2016-17,January
solar,Sikkim,0.0,2016-17,July
solar,Sikkim,0.0,2016-17,June
solar,Sikkim,0.0,2016-17,March
solar,Sikkim,0.0,2016-17,May
solar,Sikkim,0.0,2016-17,November
solar,Sikkim,0.0,2016-17,October
solar,Sikkim,0.0,2016-17,September
solar,Sikkim,0.0,2017-18,April
solar,Sikkim,0.0,2017-18,August
solar,Sikkim,0.0,2017-18,December
solar,Sikkim,0.0,2017-18,February
solar,Sikkim,0.0,2017-18,January
solar,Sikkim,0.0,2017-18,July
solar,Sikkim,0.0,2017-18,June
solar,Sikkim,0.0,2017-18,March
solar,Sikkim,0.0,2017-18,May
solar,Sikkim,0.0,2017-18,November
solar,Sikkim,0.0,2017-18,October
solar,Sikkim,0.0,2017-18,September
solar,Sikkim,0.0,2018-19,April
solar,Sikkim,0.0,2018-19,August
solar,Sikkim,0.0,2018-19,December
solar,Sikkim,0.0,2018-19,February
solar,Sikkim,0.0,2018-19,January
solar,Sikkim,0.0,2018-19,July
solar,Sikkim,0.0,2018-19,June
solar,Sikkim,0.0,2018-19,March
solar,Sikkim,0.0,2018-19,May
solar,Sikkim,0.0,2018-19,November
solar,Sikkim,0.0,2018-19,October
solar,Sikkim,0.0,2018-19,September
solar,Sikkim,0.0,2019-20,April
solar,Sikkim,0.0,2019-20,August
solar,Sikkim,0.0,2019-20,December
solar,Sikkim,0.0,2019-20,February
solar,Sikkim,0.0,2019-20,January
solar,Sikkim,0.0,2019-20,July
solar,Sikkim,0.0,2019-20,June
solar,Sikkim,0.0,2019-20,March
solar,Sikkim,0.0,2019-20,May
solar,Sikkim,0.0,2019-20,November
solar,Sikkim,0.0,2019-20,October
solar,Sikkim,0.0,2019-20,September
solar,Sikkim,0.0,2020-21,April
solar,Sikkim,0.0,2020-21,August
solar,Sikkim,0.0,2020-21,December
solar,Sikkim,0.0,2020-21,February
solar,Sikkim,0.0,2020-21,January
solar,Sikkim,0.0,2020-21,July
solar,Sikkim,0.0,2020-21,June
solar,Sikkim,0.0,2020-21,March
solar,Sikkim,0.0,2020-21,May
solar,Sikkim,0.0,2020-21,November
solar,Sikkim,0.0,2020-21,October
solar,Sikkim,0.0,2020-21,September
solar,Sikkim,0.0,2021-22,April
solar,Sikkim,0.0,2021-22,August
solar,Sikkim,0.0,2021-22,December
solar,Sikkim,0.0,2021-22,February
solar,Sikkim,0.0,2021-22,January
solar,Sikkim,0.0,2021-22,July
solar,Sikkim,0.0,2021-22,June
solar,Sikkim,0.0,2021-22,March
solar,Sikkim,0.0,2021-22,May
solar,Sikkim,0.0,2021-22,November
solar,Sikkim,0.0,2021-22,October
solar,Sikkim,0.0,2021-22,September
solar,Sikkim,0.0,2022-23,April
solar,Sikkim,0.0,2022-23,August
solar,Sikkim,0.0,2022-23,December
solar,Sikkim,0.0,2022-23,February
solar,Sikkim,0.0,2022-23,January
solar,Sikkim,0.0,2022-23,July
solar,Sikkim,0.0,2022-23,June
solar,Sikkim,0.0,2022-23,March
solar,Sikkim,0.0,2022-23,May
solar,Sikkim,0.0,2022-23,November
solar,Sikkim,0.0,2022-23,October
solar,Sikkim,0.0,2022-23,September
solar,Sikkim,0.0,2023-24,April
solar,Sikkim,0.0,2023-24,August
solar,Sikkim,0.0,2023-24,December
solar,Sikkim,0.0,2023-24,February
solar,Sikkim,0.0,2023-24,January
solar,Sikkim,0.0,2023-24,July
solar,Sikkim,0.0,2023-24,June
solar,Sikkim,0.0,2023-24,March
solar,Sikkim,0.0,2023-24,May
solar,Sikkim,0.0,2023-24,November
solar,Sikkim,0.0,2023-24,October
solar,Sikkim,0.0,2023-24,September
solar,Sikkim,0.0,2024-25,April
solar,Sikkim,0.0,2024-25,August
solar,Sikkim,0.0,2024-25,December
solar,Sikkim,0.0,2024-25,February
solar,Sikkim,0.0,2024-25,January
solar,Sikkim,0.0,2024-25,July
solar,Sikkim,0.0,2024-25,June
solar,Sikkim,0.0,2024-25,March
solar,Sikkim,0.0,2024-25,May
solar,Sikkim,0.0,2024-25,November
solar,Sikkim,0.0,2024-25,October
solar,Sikkim,0.0,2024-25,September
solar,Sikkim,0.0,2025-26,April
solar,Sikkim,0.0,2025-26,August
solar,Sikkim,0.0,2025-26,December
solar,Sikkim,0.0,2025-26,February
solar,Sikkim,0.0,2025-26,January
solar,Sikkim,0.0,2025-26,July
solar,Sikkim,0.0,2025-26,June
solar,Sikkim,0.0,2025-26,March
solar,Sikkim,0.0,2025-26,May
solar,Sikkim,0.0,2025-26,November
solar,Sikkim,0.0,2025-26,October
solar,Sikkim,0.0,2025-26,September
solar,Sikkim,0.0,2026-27,April
solar,Sikkim,0.0,2026-27,August
solar,Sikkim,0.0,2026-27,December
solar,Sikkim,0.0,2026-27,February
solar,Sikkim,0.0,2026-27,January
solar,Sikkim,0.0,2026-27,July
solar,Sikkim,0.0,2026-27,June
solar,Sikkim,0.0,2026-27,March
solar,Sikkim,0.0,2026-27,May
solar,Sikkim,0.0,2026-27,November
solar,Sikkim,0.0,2026-27,October
solar,Sikkim,0.0,2026-27,September
solar,Tamil Nadu,18.38,2015-16,April
solar,Tamil Nadu,21.98,2015-16,August
solar,Tamil Nadu,42.02,2015-16,December
solar,Tamil Nadu,71.65,2015-16,February
solar,Tamil Nadu,57.11,2015-16,January
solar,Tamil Nadu,19.46,2015-16,July
solar,Tamil Nadu,18.5,2015-16,June
solar,Tamil Nadu,149.31,2015-16,March
solar,Tamil Nadu,17.18,2015-16,May
solar,Tamil Nadu,34.99,2015-16,November
solar,Tamil Nadu,35.34,2015-16,October
solar,Tamil Nadu,21.25,2015-16,September
solar,Tamil Nadu,130.04,2016-17,April
solar,Tamil Nadu,143.48,2016-17,August
solar,Tamil Nadu,168.17,2016-17,December
solar,Tamil Nadu,196.87,2016-17,February
solar,Tamil Nadu,184.74,2016-17,January
solar,Tamil Nadu,123.15,2016-17,July
solar,Tamil Nadu,111.87,2016-17,June
solar,Tamil Nadu,223.6,2016-17,March
solar,Tamil Nadu,130.42,2016-17,May
solar,Tamil Nadu,152.68,2016-17,November
solar,Tamil Nadu,187.0,2016-17,October
solar,Tamil Nadu,146.34,2016-17,September
solar,Tamil Nadu,233.17,2017-18,April
solar,Tamil Nadu,205.78,2017-18,August
solar,Tamil Nadu,202.01,2017-18,December
solar,Tamil Nadu,328.0,2017-18,February
solar,Tamil Nadu,274.13,2017-18,January
solar,Tamil Nadu,200.0,2017-18,July
solar,Tamil Nadu,228.34,2017-18,June
solar,Tamil Nadu,319.0,2017-18,March
solar,Tamil Nadu,238.43,2017-18,May
solar,Tamil Nadu,208.42,2017-18,November
solar,Tamil Nadu,237.13,2017-18,October
solar,Tamil Nadu,231.6,2017-18,September
solar,Tamil Nadu,254.04,2018-19,April
solar,Tamil Nadu,281.18,2018-19,August
solar,Tamil Nadu,301.66,2018-19,December
solar,Tamil Nadu,322.43,2018-19,February
solar,Tamil Nadu,326.8,2018-19,January
solar,Tamil Nadu,272.75,2018-19,July
solar,Tamil Nadu,312.0,2018-19,June
solar,Tamil Nadu,381.32,2018-19,March
solar,Tamil Nadu,268.37,2018-19,May
solar,Tamil Nadu,258.88,2018-19,November
solar,Tamil Nadu,259.06,2018-19,October
solar,Tamil Nadu,316.03,2018-19,September
solar,Tamil Nadu,400.11,2019-20,April
solar,Tamil Nadu,409.2,2019-20,August
solar,Tamil Nadu,374.78,2019-20,December
solar,Tamil Nadu,482.24,2019-20,February
solar,Tamil Nadu,439.66,2019-20,January
solar,Tamil Nadu,374.75,2019-20,July
solar,Tamil Nadu,386.05,2019-20,June
solar,Tamil Nadu,594.48,2019-20,March
solar,Tamil Nadu,367.71,2019-20,May
solar,Tamil Nadu,322.09,2019-20,November
solar,Tamil Nadu,398.71,2019-20,October
solar,Tamil Nadu,396.85,2019-20,September
solar,Tamil Nadu,516.29,2020-21,April
solar,Tamil Nadu,536.89,2020-21,August
solar,Tamil Nadu,403.76,2020-21,December
solar,Tamil Nadu,586.65,2020-21,February
solar,Tamil Nadu,437.49,2020-21,January
solar,Tamil Nadu,506.61,2020-21,July
solar,Tamil Nadu,512.3,2020-21,June
solar,Tamil Nadu,654.88,2020-21,March
solar,Tamil Nadu,520.17,2020-21,May
solar,Tamil Nadu,444.85,2020-21,November
solar,Tamil Nadu,539.9,2020-21,October
solar,Tamil Nadu,455.7,2020-21,September
solar,Tamil Nadu,591.63,2021-22,April
solar,Tamil Nadu,613.1,2021-22,August
solar,Tamil Nadu,596.74,2021-22,December
solar,Tamil Nadu,623.6,2021-22,February
solar,Tamil Nadu,596.74,2021-22,January
solar,Tamil Nadu,607.24,2021-22,July
solar,Tamil Nadu,609.73,2021-22,June
solar,Tamil Nadu,763.9,2021-22,March
solar,Tamil Nadu,581.75,2021-22,May
solar,Tamil Nadu,400.7,2021-22,November
solar,Tamil Nadu,542.54,2021-22,October
solar,Tamil Nadu,645.21,2021-22,September
solar,Tamil Nadu,701.01,2022-23,April
solar,Tamil Nadu,760.95,2022-23,August
solar,Tamil Nadu,719.09,2022-23,December
solar,Tamil Nadu,911.0,2022-23,February
solar,Tamil Nadu,876.68,2022-23,January
solar,Tamil Nadu,731.17,2022-23,July
solar,Tamil Nadu,728.6,2022-23,June
solar,Tamil Nadu,1002.66,2022-23,March
solar,Tamil Nadu,730.91,2022-23,May
solar,Tamil Nadu,663.18,2022-23,November
solar,Tamil Nadu,754.99,2022-23,October
solar,Tamil Nadu,839.18,2022-23,September
solar,Tamil Nadu,970.18,2023-24,April
solar,Tamil Nadu,1129.24,2023-24,August
solar,Tamil Nadu,751.15,2023-24,December
solar,Tamil Nadu,1090.68,2023-24,February
solar,Tamil Nadu,935.73,2023-24,January
solar,Tamil Nadu,973.37,2023-24,July
solar,Tamil Nadu,969.11,2023-24,June
solar,Tamil Nadu,1242.66,2023-24,March
solar,Tamil Nadu,922.32,2023-24,May
solar,Tamil Nadu,774.15,2023-24,November
solar,Tamil Nadu,971.2,2023-24,October
solar,Tamil Nadu,1007.69,2023-24,September
solar,Tamil Nadu,1291.09,2024-25,April
solar,Tamil Nadu,1365.78,2024-25,August
solar,Tamil Nadu,1165.04,2024-25,December
solar,Tamil Nadu,1705.46,2024-25,February
solar,Tamil Nadu,1223.51,2024-25,January
solar,Tamil Nadu,1241.93,2024-25,July
solar,Tamil Nadu,1220.11,2024-25,June
solar,Tamil Nadu,1603.08,2024-25,March
solar,Tamil Nadu,1163.64,2024-25,May
solar,Tamil Nadu,1007.56,2024-25,November
solar,Tamil Nadu,1283.71,2024-25,October
solar,Tamil Nadu,1468.38,2024-25,September
solar,Tamil Nadu,1571.11,2025-26,April
solar,Tamil Nadu,1666.14,2025-26,August
solar,Tamil Nadu,1630.79,2025-26,December
solar,Tamil Nadu,1745.24,2025-26,February
solar,Tamil Nadu,1683.11,2025-26,January
solar,Tamil Nadu,1608.26,2025-26,July
solar,Tamil Nadu,1590.65,2025-26,June
solar,Tamil Nadu,2186.02,2025-26,March
solar,Tamil Nadu,1557.84,2025-26,May
solar,Tamil Nadu,1291.18,2025-26,November
solar,Tamil Nadu,1494.83,2025-26,October
solar,Tamil Nadu,1665.81,2025-26,September
solar,Tamil Nadu,2128.0,2026-27,April
solar,Tamil Nadu,0.0,2026-27,August
solar,Tamil Nadu,0.0,2026-27,December
solar,Tamil Nadu,0.0,2026-27,February
solar,Tamil Nadu,0.0,2026-27,January
solar,Tamil Nadu,1861.64,2026-27,July
solar,Tamil Nadu,2165.72,2026-27,June
solar,Tamil Nadu,0.0,2026-27,March
solar,Tamil Nadu,2075.53,2026-27,May
solar,Tamil Nadu,0.0,2026-27,November
solar,Tamil Nadu,0.0,2026-27,October
solar,Tamil Nadu,0.0,2026-27,September
solar,Telangana,23.57,2015-16,April
solar,Telangana,25.46,2015-16,August
solar,Telangana,40.53,2015-16,December
solar,Telangana,42.99,2015-16,February
solar,Telangana,42.56,2015-16,January
solar,Telangana,29.38,2015-16,July
solar,Telangana,21.91,2015-16,June
solar,Telangana,58.4,2015-16,March
solar,Telangana,28.54,2015-16,May
solar,Telangana,35.78,2015-16,November
solar,Telangana,36.42,2015-16,October
solar,Telangana,33.01,2015-16,September
solar,Telangana,70.9,2016-17,April
solar,Telangana,98.89,2016-17,August
solar,Telangana,126.13,2016-17,December
solar,Telangana,163.88,2016-17,February
solar,Telangana,134.64,2016-17,January
solar,Telangana,77.79,2016-17,July
solar,Telangana,61.52,2016-17,June
solar,Telangana,216.18,2016-17,March
solar,Telangana,76.52,2016-17,May
solar,Telangana,125.85,2016-17,November
solar,Telangana,121.43,2016-17,October
solar,Telangana,79.1,2016-17,September
solar,Telangana,205.95,2017-18,April
solar,Telangana,231.23,2017-18,August
solar,Telangana,438.55,2017-18,December
solar,Telangana,480.01,2017-18,February
solar,Telangana,479.86,2017-18,January
solar,Telangana,223.71,2017-18,July
solar,Telangana,200.81,2017-18,June
solar,Telangana,559.17,2017-18,March
solar,Telangana,213.08,2017-18,May
solar,Telangana,385.47,2017-18,November
solar,Telangana,333.73,2017-18,October
solar,Telangana,278.66,2017-18,September
solar,Telangana,558.91,2018-19,April
solar,Telangana,394.19,2018-19,August
solar,Telangana,463.34,2018-19,December
solar,Telangana,575.78,2018-19,February
solar,Telangana,560.91,2018-19,January
solar,Telangana,400.65,2018-19,July
solar,Telangana,495.12,2018-19,June
solar,Telangana,644.21,2018-19,March
solar,Telangana,579.03,2018-19,May
solar,Telangana,540.15,2018-19,November
solar,Telangana,584.19,2018-19,October
solar,Telangana,517.78,2018-19,September
solar,Telangana,607.54,2019-20,April
solar,Telangana,458.38,2019-20,August
solar,Telangana,471.75,2019-20,December
solar,Telangana,570.24,2019-20,February
solar,Telangana,530.77,2019-20,January
solar,Telangana,462.41,2019-20,July
solar,Telangana,540.91,2019-20,June
solar,Telangana,649.94,2019-20,March
solar,Telangana,621.89,2019-20,May
solar,Telangana,512.27,2019-20,November
